org,repo,actor,event_month,type,events,event_weight,event_type_diversity,event_type_freq
pytorch,pytorch,stefan--,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Stefan-Endres,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stefan-schroedl,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,stefan-schroedl,2018-04-01T07:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,stefanonardo,2018-01-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,stefanonardo,2018-04-01T07:00:00Z,IssueCommentEvent,2,1,2,1
pytorch,pytorch,stefanonardo,2018-04-01T07:00:00Z,PullRequestReviewCommentEvent,2,1,2,1
pytorch,pytorch,StefanoSarioli,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stefanwebb,2018-04-01T07:00:00Z,IssueCommentEvent,3,2,2,1
pytorch,pytorch,stefanwebb,2018-04-01T07:00:00Z,IssuesEvent,2,2,2,1
pytorch,pytorch,stefbraun,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,stefdoerr,2018-01-01T08:00:00Z,IssueCommentEvent,2,1,2,1
pytorch,pytorch,stefdoerr,2018-01-01T08:00:00Z,IssuesEvent,2,2,2,1
pytorch,pytorch,SteinCoda,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stella-moon323,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stephane-martin,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,StephanHeijl,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,StephanieWX,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stephenyan1231,2018-06-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,stephenyan1231,2018-06-01T07:00:00Z,PullRequestEvent,1,2,2,1
pytorch,pytorch,stephlynpancho,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,stes,2018-05-01T07:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,steve-j-wilcox,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,steve-reichbach,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,steveatgit,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,stevehamwu,2018-04-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,stevehamwu,2018-04-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,steven0912wq,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stevenchen123,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,steveneliuk,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stevenknguyen,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,stevenocean,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stevenwg,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stevenygd,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,steynvl,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stgrue,2018-04-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,sthkindacrazy,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stites,2018-04-01T07:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,stomachacheGE,2018-06-01T07:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,stone2015,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Stonesjtu,2018-01-01T08:00:00Z,IssueCommentEvent,4,2,5,6
pytorch,pytorch,Stonesjtu,2018-01-01T08:00:00Z,IssuesEvent,1,2,5,5
pytorch,pytorch,Stonesjtu,2018-01-01T08:00:00Z,PullRequestEvent,3,2,5,6
pytorch,pytorch,Stonesjtu,2018-01-01T08:00:00Z,PullRequestReviewCommentEvent,3,2,5,2
pytorch,pytorch,Stonesjtu,2018-01-01T08:00:00Z,WatchEvent,1,0,5,1
pytorch,pytorch,Stonesjtu,2018-02-01T08:00:00Z,IssueCommentEvent,16,3,2,6
pytorch,pytorch,Stonesjtu,2018-02-01T08:00:00Z,PullRequestEvent,3,2,2,6
pytorch,pytorch,Stonesjtu,2018-03-01T08:00:00Z,IssueCommentEvent,11,3,4,6
pytorch,pytorch,Stonesjtu,2018-03-01T08:00:00Z,IssuesEvent,3,2,4,5
pytorch,pytorch,Stonesjtu,2018-03-01T08:00:00Z,PullRequestEvent,3,2,4,6
pytorch,pytorch,Stonesjtu,2018-03-01T08:00:00Z,PullRequestReviewCommentEvent,5,2,4,2
pytorch,pytorch,Stonesjtu,2018-04-01T07:00:00Z,CommitCommentEvent,1,1,4,1
pytorch,pytorch,Stonesjtu,2018-04-01T07:00:00Z,IssueCommentEvent,10,2,4,6
pytorch,pytorch,Stonesjtu,2018-04-01T07:00:00Z,IssuesEvent,1,2,4,5
pytorch,pytorch,Stonesjtu,2018-04-01T07:00:00Z,PullRequestEvent,2,2,4,6
pytorch,pytorch,Stonesjtu,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,3,6
pytorch,pytorch,Stonesjtu,2018-05-01T07:00:00Z,IssuesEvent,1,2,3,5
pytorch,pytorch,Stonesjtu,2018-05-01T07:00:00Z,PullRequestEvent,1,2,3,6
pytorch,pytorch,Stonesjtu,2018-06-01T07:00:00Z,IssueCommentEvent,1,1,3,6
pytorch,pytorch,Stonesjtu,2018-06-01T07:00:00Z,IssuesEvent,1,2,3,5
pytorch,pytorch,Stonesjtu,2018-06-01T07:00:00Z,PullRequestEvent,1,2,3,6
pytorch,pytorch,StonesLuo,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stormcoral,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stoufa88,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,strayMat,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,strictlymomo,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,strijar,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,strisys,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,strngrq,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stromnov,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stsievert,2018-02-01T08:00:00Z,IssueCommentEvent,2,1,2,1
pytorch,pytorch,stsievert,2018-02-01T08:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,student-t,2018-01-01T08:00:00Z,ForkEvent,2,1,1,2
pytorch,pytorch,student-t,2018-03-01T08:00:00Z,ForkEvent,1,0,1,2
pytorch,pytorch,Study-Notes,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,studycodes,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Stuming,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,stuurmann,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,StuvX,2018-04-01T07:00:00Z,IssueCommentEvent,3,2,1,1
pytorch,pytorch,StYumXmas,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,subcomputes,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,2
pytorch,pytorch,subcomputes,2018-03-01T08:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,subcomputes,2018-04-01T07:00:00Z,ForkEvent,1,0,4,1
pytorch,pytorch,subcomputes,2018-04-01T07:00:00Z,IssueCommentEvent,3,2,4,1
pytorch,pytorch,subcomputes,2018-04-01T07:00:00Z,IssuesEvent,2,2,4,2
pytorch,pytorch,subcomputes,2018-04-01T07:00:00Z,PullRequestEvent,1,2,4,1
pytorch,pytorch,subrataaich,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,subratamal,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sud0301,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sudo2050,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,suhaib-askar,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,suhaibtamimi,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,suice07,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Suil3File,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sujaypat,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,suke27,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,suke27,2018-01-01T08:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,Sukhnayak,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SultanovAR,2018-04-01T07:00:00Z,IssuesEvent,2,2,1,1
pytorch,pytorch,sulthonzh,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sumingnan,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sumitbinnani,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,2
pytorch,pytorch,sumitbinnani,2018-03-01T08:00:00Z,IssuesEvent,1,2,2,2
pytorch,pytorch,sumitbinnani,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,2,2
pytorch,pytorch,sumitbinnani,2018-04-01T07:00:00Z,IssuesEvent,2,2,2,2
pytorch,pytorch,Summer-Summer,2018-04-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,Summer-Summer,2018-04-01T07:00:00Z,PullRequestEvent,1,2,2,1
pytorch,pytorch,Summer-Summer,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,summerlime,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,summerskyhk,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SummerXSunshine,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sun1752709589,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sun631998316,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Sunasity,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SundusJ,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,sundw2014,2018-03-01T08:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,sundw2014,2018-03-01T08:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,sunfch,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sunformoon,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,Sunghah,2018-01-01T08:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,Sunghah,2018-01-01T08:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,sungmin-yang,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sungukryu,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sunhanjun,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sunhaohai,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SunHeng-BUPT,2018-04-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,SunHeng-BUPT,2018-04-01T07:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,sunhs,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,Sunilrai486,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sunjiawei-141180106,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sunlubo,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sunnieshang,2018-06-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,sunnieshang,2018-06-01T07:00:00Z,PullRequestEvent,2,2,2,1
pytorch,pytorch,sunpan822,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sunpeng1996,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sunsfan,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sunstarchan,2018-04-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,sunzikang,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sup110,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,supakjk,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,supakjk,2018-04-01T07:00:00Z,PullRequestEvent,1,2,1,1
pytorch,pytorch,superbobry,2018-05-01T07:00:00Z,ForkEvent,1,0,3,1
pytorch,pytorch,superbobry,2018-05-01T07:00:00Z,IssueCommentEvent,3,2,3,1
pytorch,pytorch,superbobry,2018-05-01T07:00:00Z,PullRequestEvent,1,2,3,1
pytorch,pytorch,supercourage,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superdavidxp,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superfan89,2018-01-01T08:00:00Z,WatchEvent,2,1,1,1
pytorch,pytorch,superizer,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,superjcd,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,superjcd,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Superjomn,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Superlee506,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superlyb,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,supermancahcah,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,supermanvista,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superMC5657,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superneo,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,supersai007,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,SuperSupeng,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,supertonyliu,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superuser789,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superwikime,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,superzadeh,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SupperSu,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,suqiang0313,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,surajit-techie,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SurajMalpani,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,surisdi,2018-03-01T08:00:00Z,IssuesEvent,2,2,1,1
pytorch,pytorch,Suryakant-Bharti,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SuvanshKumar,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,suxinde2009,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,suytingwan,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,svaisakh,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,svd3,2018-03-01T08:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,svd3,2018-03-01T08:00:00Z,IssuesEvent,2,2,2,1
pytorch,pytorch,svdc,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sversage,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,svsobh,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sw5cc,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,swalker-lixl,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,swarupsro,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Swarzkopf314,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SwathiPI,2018-02-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,swenzhai,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Swetko,2018-04-01T07:00:00Z,IssueCommentEvent,10,2,4,1
pytorch,pytorch,Swetko,2018-04-01T07:00:00Z,IssuesEvent,1,2,4,1
pytorch,pytorch,Swetko,2018-04-01T07:00:00Z,PullRequestEvent,5,2,4,1
pytorch,pytorch,Swetko,2018-04-01T07:00:00Z,PullRequestReviewCommentEvent,9,2,4,1
pytorch,pytorch,SWPFlow,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sxdkxgwan,2018-03-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sxkachilles,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sxkurumi,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,sxqqslf,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,1
pytorch,pytorch,sxzh93,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Sy-Zhang,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sy813,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,syed-ahmed,2018-06-01T07:00:00Z,IssueCommentEvent,4,2,2,1
pytorch,pytorch,syed-ahmed,2018-06-01T07:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,syednaemx,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SYFH,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,syfhub,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,syfreed,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,syinari0123,2018-06-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,syleemrl,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Sylenius,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,syllenz,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,SymmetricColors,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Sync-my-L2P,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,syou2020,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,sytelus,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,sytrus-in-github,2018-01-01T08:00:00Z,IssuesEvent,1,2,1,2
pytorch,pytorch,sytrus-in-github,2018-04-01T07:00:00Z,IssueCommentEvent,9,2,2,2
pytorch,pytorch,sytrus-in-github,2018-04-01T07:00:00Z,IssuesEvent,3,2,2,2
pytorch,pytorch,sytrus-in-github,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,2
pytorch,pytorch,syw1996,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,szlchjn,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,szmski,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,szrlee,2018-02-01T08:00:00Z,IssueCommentEvent,2,1,1,1
pytorch,pytorch,szrlee,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,t-kuha,2018-04-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,t-tte,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,t-ubukata,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,t-vi,2018-03-01T08:00:00Z,IssueCommentEvent,12,3,3,4
pytorch,pytorch,t-vi,2018-03-01T08:00:00Z,PullRequestEvent,7,2,3,4
pytorch,pytorch,t-vi,2018-03-01T08:00:00Z,PullRequestReviewCommentEvent,4,2,3,4
pytorch,pytorch,t-vi,2018-04-01T07:00:00Z,IssueCommentEvent,49,4,4,4
pytorch,pytorch,t-vi,2018-04-01T07:00:00Z,IssuesEvent,4,2,4,3
pytorch,pytorch,t-vi,2018-04-01T07:00:00Z,PullRequestEvent,13,3,4,4
pytorch,pytorch,t-vi,2018-04-01T07:00:00Z,PullRequestReviewCommentEvent,37,4,4,4
pytorch,pytorch,t-vi,2018-05-01T07:00:00Z,IssueCommentEvent,46,4,4,4
pytorch,pytorch,t-vi,2018-05-01T07:00:00Z,IssuesEvent,1,2,4,3
pytorch,pytorch,t-vi,2018-05-01T07:00:00Z,PullRequestEvent,12,3,4,4
pytorch,pytorch,t-vi,2018-05-01T07:00:00Z,PullRequestReviewCommentEvent,10,2,4,4
pytorch,pytorch,t-vi,2018-06-01T07:00:00Z,IssueCommentEvent,29,3,4,4
pytorch,pytorch,t-vi,2018-06-01T07:00:00Z,IssuesEvent,2,2,4,3
pytorch,pytorch,t-vi,2018-06-01T07:00:00Z,PullRequestEvent,5,2,4,4
pytorch,pytorch,t-vi,2018-06-01T07:00:00Z,PullRequestReviewCommentEvent,5,2,4,4
pytorch,pytorch,t106362512,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,T48C,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,t73liu,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tabibusairam,2018-01-01T08:00:00Z,IssueCommentEvent,3,2,1,2
pytorch,pytorch,tabibusairam,2018-04-01T07:00:00Z,IssueCommentEvent,1,1,1,2
pytorch,pytorch,tabrisweapon,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tachim,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,tacky0612,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tacofumi,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tadas-subonis,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tageee,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,TagineerDai,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Taha-Bahadori,2018-02-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,Taha-Bahadori,2018-03-01T08:00:00Z,IssueCommentEvent,3,2,1,1
pytorch,pytorch,TahaK,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,TahaMagdy,2018-01-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,tahirwaseer,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,TaihuaLi,2018-01-01T08:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,TaihuaLi,2018-01-01T08:00:00Z,WatchEvent,1,0,2,1
pytorch,pytorch,TaihuLight,2018-01-01T08:00:00Z,IssueCommentEvent,2,1,2,1
pytorch,pytorch,TaihuLight,2018-01-01T08:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,tajimaTheEngineer,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,takaf51,2018-06-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,takahish,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,takitsuba,2018-02-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,takp,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,takp,2018-05-01T07:00:00Z,ForkEvent,1,0,2,1
pytorch,pytorch,takp,2018-05-01T07:00:00Z,PullRequestEvent,1,2,2,1
pytorch,pytorch,taksau,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,TakuruChen,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,talesa,2018-01-01T08:00:00Z,IssueCommentEvent,1,1,1,3
pytorch,pytorch,talesa,2018-02-01T08:00:00Z,IssueCommentEvent,1,1,1,3
pytorch,pytorch,talesa,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,1,3
pytorch,pytorch,talhalpern10,2018-05-01T07:00:00Z,IssueCommentEvent,1,1,2,1
pytorch,pytorch,talhalpern10,2018-05-01T07:00:00Z,IssuesEvent,1,2,2,1
pytorch,pytorch,tallosan,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tallsop,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,talsperre,2018-05-01T07:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,tamakoji,2018-02-01T08:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,Tamxaun,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tanaka0325,2018-05-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,tang1943,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tanghf0403,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tangmi001,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,TangxinKevin,2018-01-01T08:00:00Z,WatchEvent,2,1,1,1
pytorch,pytorch,tanimutomo,2018-06-01T07:00:00Z,ForkEvent,1,0,1,1
pytorch,pytorch,tanmaybinaykiya,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tansinan,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,TanUkkii007,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tanvi-m,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tanwirahmad,2018-05-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Tanyjiang,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,Tanzichang,2018-01-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,tao-he,2018-04-01T07:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,taoari,2018-02-01T08:00:00Z,IssuesEvent,1,2,1,1
pytorch,pytorch,taoddiao,2018-03-01T08:00:00Z,WatchEvent,1,0,1,1
pytorch,pytorch,taojake,2018-06-01T07:00:00Z,IssueCommentEvent,2,1,1,1
